id,subset,anomaly_class,video_start,video_end,anomaly_start,anomaly_end,num_frames,anomaly_start_s,anomaly_end_s,duration_s,ignore,ego_involve,night,channel,accident_name,frames_dir_exists
8dI7OolIEXY_005194,test,ego: moving_ahead_or_waiting,5194,5287,52,71,94,5.2,7.1,9.4,,,,,,1
8dI7OolIEXY_005681,test,other: turning,5681,5839,43,76,159,4.3,7.6,15.9,,,,,,1
8dI7OolIEXY_006141,test,ego: moving_ahead_or_waiting,6141,6218,43,61,78,4.3,6.1,7.8,,,,,,1
8dI7OolIEXY_006288,test,other: lateral,6288,6354,7,47,67,0.7,4.7,6.7,,,,,,1
90gyBengKDs_000062,test,other: unknown,62,210,50,78,149,5.0,7.8,14.9,,,,,,1
90gyBengKDs_000372,test,other: leave_to_left,372,514,39,69,143,3.9,6.9,14.3,,,,,,1
90gyBengKDs_000752,test,ego: leave_to_left,752,838,21,78,87,2.1,7.8,8.7,,,,,,1
90gyBengKDs_001133,test,ego: turning,1133,1204,37,55,72,3.7,5.5,7.2,,,,,,1
90gyBengKDs_002709,test,ego: moving_ahead_or_waiting,2709,2785,18,72,77,1.8,7.2,7.7,,,,,,1
90gyBengKDs_003658,test,ego: turning,3658,3760,33,34,103,3.3,3.4,10.3,,,,,,1
90gyBengKDs_004112,test,other: lateral,4112,4189,12,40,78,1.2,4.0,7.8,,,,,,1
90gyBengKDs_004191,test,ego: oncoming,4191,4231,20,41,41,2.0,4.1,4.1,,,,,,1
90gyBengKDs_004250,test,ego: turning,4250,4310,40,59,61,4.0,5.9,6.1,,,,,,1
9Q0FCoNxL8I_000073,test,ego: oncoming,73,219,39,147,147,3.9,14.7,14.7,,,,,,1
9Q0FCoNxL8I_000676,test,other: lateral,676,784,29,84,109,2.9,8.4,10.9,,,,,,1
9Q0FCoNxL8I_001441,test,ego: oncoming,1441,1550,31,97,110,3.1,9.7,11.0,,,,,,1
9Q0FCoNxL8I_002076,test,other: moving_ahead_or_waiting,2076,2215,19,60,140,1.9,6.0,14.0,,,,,,1
9Q0FCoNxL8I_003218,test,other: moving_ahead_or_waiting,3218,3336,50,105,119,5.0,10.5,11.9,,,,,,1
9Q0FCoNxL8I_003338,test,other: pedestrian,3338,3438,29,61,101,2.9,6.1,10.1,,,,,,1
9Q0FCoNxL8I_003545,test,other: pedestrian,3545,3653,28,72,109,2.8,7.2,10.9,,,,,,1
9Q0FCoNxL8I_004096,test,other: turning,4096,4217,37,96,122,3.7,9.6,12.2,,,,,,1
9Q0FCoNxL8I_004219,test,other: leave_to_right,4219,4358,14,92,140,1.4,9.2,14.0,,,,,,1
9Q0FCoNxL8I_004705,test,ego: turning,4705,4802,34,98,98,3.4,9.8,9.8,,,,,,1
9Q0FCoNxL8I_006055,test,ego: turning,6055,6218,104,134,164,10.4,13.4,16.4,,,,,,1
CyeT8rEQOpQ_000185,test,other: leave_to_right,185,343,61,94,159,6.1,9.4,15.9,,,,,,1
CyeT8rEQOpQ_000957,test,ego: lateral,957,1008,23,45,52,2.3,4.5,5.2,,,,,,1
CyeT8rEQOpQ_001106,test,other: lateral,1106,1228,64,88,123,6.4,8.8,12.3,,,,,,1
CyeT8rEQOpQ_001407,test,ego: lateral,1407,1521,53,90,115,5.3,9.0,11.5,,,,,,1
CyeT8rEQOpQ_002190,test,ego: unknown,2190,2309,44,102,120,4.4,10.2,12.0,,,,,,1
CyeT8rEQOpQ_003424,test,ego: lateral,3424,3516,41,55,93,4.1,5.5,9.3,,,,,,1
CyeT8rEQOpQ_004542,test,ego: oncoming,4542,4635,32,78,94,3.2,7.8,9.4,,,,,,1
CyeT8rEQOpQ_005848,test,other: moving_ahead_or_waiting,5848,5954,41,69,107,4.1,6.9,10.7,,,,,,1
DSBGS6aRzgc_000561,test,ego: turning,561,659,52,73,99,5.2,7.3,9.9,,,,,,1
DSBGS6aRzgc_000851,test,ego: leave_to_right,851,949,41,79,99,4.1,7.9,9.9,,,,,,1
DSBGS6aRzgc_001418,test,ego: leave_to_left,1418,1530,64,113,113,6.4,11.3,11.3,,,,,,1
DSBGS6aRzgc_002793,test,ego: leave_to_right,2793,2872,39,53,80,3.9,5.3,8.0,,,,,,1
DSBGS6aRzgc_002874,test,other: leave_to_left,2874,2972,23,61,99,2.3,6.1,9.9,,,,,,1
DSBGS6aRzgc_005264,test,other: turning,5264,5362,27,81,99,2.7,8.1,9.9,,,,,,1
DSBGS6aRzgc_005364,test,other: leave_to_right,5364,5452,38,67,89,3.8,6.7,8.9,,,,,,1
DSBGS6aRzgc_005564,test,ego: start_stop_or_stationary,5564,5651,45,86,88,4.5,8.6,8.8,,,,,,1
D_pyFV4nKd4_000211,test,ego: moving_ahead_or_waiting,211,327,57,116,117,5.7,11.6,11.7,,,,,,1
D_pyFV4nKd4_000329,test,ego: moving_ahead_or_waiting,329,434,39,75,106,3.9,7.5,10.6,,,,,,1
D_pyFV4nKd4_000776,test,other: turning,776,876,50,74,101,5.0,7.4,10.1,,,,,,1
D_pyFV4nKd4_000878,test,other: moving_ahead_or_waiting,878,977,32,72,100,3.2,7.2,10.0,,,,,,1
D_pyFV4nKd4_001555,test,other: moving_ahead_or_waiting,1555,1663,51,109,109,5.1,10.9,10.9,,,,,,1
D_pyFV4nKd4_001836,test,other: leave_to_left,1836,1954,32,64,119,3.2,6.4,11.9,,,,,,1
D_pyFV4nKd4_001956,test,other: moving_ahead_or_waiting,1956,2094,34,116,139,3.4,11.6,13.9,,,,,,1
D_pyFV4nKd4_002096,test,other: turning,2096,2194,32,61,99,3.2,6.1,9.9,,,,,,1
D_pyFV4nKd4_002653,test,ego: oncoming,2653,2731,36,51,79,3.6,5.1,7.9,,,,,,1
D_pyFV4nKd4_002874,test,other: leave_to_left,2874,2972,37,65,99,3.7,6.5,9.9,,,,,,1
D_pyFV4nKd4_003492,test,ego: turning,3492,3571,36,65,80,3.6,6.5,8.0,,,,,,1
D_pyFV4nKd4_003573,test,ego: leave_to_left,3573,3673,16,84,101,1.6,8.4,10.1,,,,,,1
D_pyFV4nKd4_003675,test,ego: turning,3675,3802,33,103,128,3.3,10.3,12.8,,,,,,1
D_pyFV4nKd4_004350,test,ego: turning,4350,4428,37,79,79,3.7,7.9,7.9,,,,,,1
D_pyFV4nKd4_004630,test,ego: turning,4630,4708,37,53,79,3.7,5.3,7.9,,,,,,1
DpQBo4gb6Lw_000490,test,ego: moving_ahead_or_waiting,490,588,38,70,99,3.8,7.0,9.9,,,,,,1
DpQBo4gb6Lw_000590,test,ego: moving_ahead_or_waiting,590,685,36,71,96,3.6,7.1,9.6,,,,,,1
DpQBo4gb6Lw_001175,test,other: turning,1175,1273,36,74,99,3.6,7.4,9.9,,,,,,1
DpQBo4gb6Lw_001365,test,other: moving_ahead_or_waiting,1365,1473,32,63,109,3.2,6.3,10.9,,,,,,1
DpQBo4gb6Lw_002972,test,other: unknown,2972,3132,38,71,161,3.8,7.1,16.1,,,,,,1
DpQBo4gb6Lw_003738,test,other: turning,3738,3837,25,83,100,2.5,8.3,10.0,,,,,,1
DyzL2sahobA_000621,test,other: lateral,621,749,42,68,129,4.2,6.8,12.9,,,,,,1
DyzL2sahobA_002611,test,other: turning,2611,2860,25,51,250,2.5,5.1,25.0,,,,,,1
DyzL2sahobA_004003,test,other: turning,4003,4128,25,48,126,2.5,4.8,12.6,,,,,,1
DyzL2sahobA_004649,test,ego: oncoming,4649,4717,40,62,69,4.0,6.2,6.9,,,,,,1
DyzL2sahobA_004719,test,other: turning,4719,4807,28,79,89,2.8,7.9,8.9,,,,,,1
DyzL2sahobA_005120,test,ego: start_stop_or_stationary,5120,5239,36,63,120,3.6,6.3,12.0,,,,,,1
DyzL2sahobA_005780,test,other: pedestrian,5780,5876,36,57,97,3.6,5.7,9.7,,,,,,1
EJ4VM9wLNXQ_001699,test,ego: oncoming,1699,1749,41,51,51,4.1,5.1,5.1,,,,,,1
EJ4VM9wLNXQ_001770,test,other: obstacle,1770,1844,10,75,75,1.0,7.5,7.5,,,,,,1
EY8x-fyQkbk_000573,test,other: start_stop_or_stationary,573,731,9,45,159,0.9,4.5,15.9,,,,,,1
EY8x-fyQkbk_001227,test,ego: moving_ahead_or_waiting,1227,1364,97,123,138,9.7,12.3,13.8,,,,,,1
EY8x-fyQkbk_001645,test,ego: oncoming,1645,1773,36,66,129,3.6,6.6,12.9,,,,,,1
EY8x-fyQkbk_001775,test,other: leave_to_left,1775,1912,35,69,138,3.5,6.9,13.8,,,,,,1
EY8x-fyQkbk_002021,test,other: moving_ahead_or_waiting,2021,2140,30,63,120,3.0,6.3,12.0,,,,,,1
EY8x-fyQkbk_002142,test,other: moving_ahead_or_waiting,2142,2252,34,66,111,3.4,6.6,11.1,,,,,,1
EY8x-fyQkbk_002649,test,ego: leave_to_left,2649,2760,39,82,112,3.9,8.2,11.2,,,,,,1
EY8x-fyQkbk_002885,test,ego: moving_ahead_or_waiting,2885,2970,4,56,86,0.4,5.6,8.6,,,,,,1
EY8x-fyQkbk_003095,test,ego: leave_to_left,3095,3245,27,138,151,2.7,13.8,15.1,,,,,,1
EY8x-fyQkbk_003863,test,other: leave_to_left,3863,3977,26,67,115,2.6,6.7,11.5,,,,,,1
EY8x-fyQkbk_004412,test,ego: turning,4412,4478,30,60,67,3.0,6.0,6.7,,,,,,1
EY8x-fyQkbk_004480,test,other: lateral,4480,4575,28,46,96,2.8,4.6,9.6,,,,,,1
EY8x-fyQkbk_004940,test,ego: turning,4940,5027,27,75,88,2.7,7.5,8.8,,,,,,1
EY8x-fyQkbk_005029,test,ego: oncoming,5029,5100,42,49,72,4.2,4.9,7.2,,,,,,1
Eq7_uD2yN5Y_000177,test,ego: oncoming,177,265,41,58,89,4.1,5.8,8.9,,,,,,1
Eq7_uD2yN5Y_000267,test,ego: turning,267,375,45,74,109,4.5,7.4,10.9,,,,,,1
Eq7_uD2yN5Y_000377,test,ego: turning,377,495,53,119,119,5.3,11.9,11.9,,,,,,1
Eq7_uD2yN5Y_000674,test,other: turning,674,772,44,77,99,4.4,7.7,9.9,,,,,,1
Eq7_uD2yN5Y_001004,test,ego: oncoming,1004,1086,27,61,83,2.7,6.1,8.3,,,,,,1
Eq7_uD2yN5Y_001392,test,other: leave_to_right,1392,1519,45,75,128,4.5,7.5,12.8,,,,,,1
Eq7_uD2yN5Y_001521,test,ego: turning,1521,1609,46,60,89,4.6,6.0,8.9,,,,,,1
Eq7_uD2yN5Y_001731,test,ego: turning,1731,1839,36,74,109,3.6,7.4,10.9,,,,,,1
Eq7_uD2yN5Y_002416,test,ego: obstacle,2416,2504,39,89,89,3.9,8.9,8.9,,,,,,1
Eq7_uD2yN5Y_002987,test,ego: leave_to_right,2987,3098,38,89,112,3.8,8.9,11.2,,,,,,1
Eq7_uD2yN5Y_003100,test,other: oncoming,3100,3198,40,54,99,4.0,5.4,9.9,,,,,,1
Eq7_uD2yN5Y_004139,test,ego: moving_ahead_or_waiting,4139,4237,56,80,99,5.6,8.0,9.9,,,,,,1
Eq7_uD2yN5Y_004339,test,other: turning,4339,4417,29,44,79,2.9,4.4,7.9,,,,,,1
Eq7_uD2yN5Y_004509,test,ego: turning,4509,4597,40,66,89,4.0,6.6,8.9,,,,,,1
Eq7_uD2yN5Y_004599,test,other: turning,4599,4707,42,78,109,4.2,7.8,10.9,,,,,,1
Eq7_uD2yN5Y_004709,test,ego: lateral,4709,4810,41,88,102,4.1,8.8,10.2,,,,,,1
Eq7_uD2yN5Y_005052,test,ego: pedestrian,5052,5191,41,75,140,4.1,7.5,14.0,,,,,,1
F9-aR2Ocso4_001016,test,ego: lateral,1016,1100,28,55,85,2.8,5.5,8.5,,,,,,1
FqJ4IfRLKmA_000441,test,ego: turning,441,589,71,135,149,7.1,13.5,14.9,,,,,,1
FqJ4IfRLKmA_000951,test,other: turning,951,1039,38,63,89,3.8,6.3,8.9,,,,,,1
FqJ4IfRLKmA_001141,test,other: start_stop_or_stationary,1141,1279,80,107,139,8.0,10.7,13.9,,,,,,1
FqJ4IfRLKmA_001281,test,ego: oncoming,1281,1429,81,114,149,8.1,11.4,14.9,,,,,,1
FqJ4IfRLKmA_004362,test,other: moving_ahead_or_waiting,4362,4480,35,119,119,3.5,11.9,11.9,,,,,,1
GDejMONyY4U_000423,test,ego: turning,423,488,30,62,66,3.0,6.2,6.6,,,,,,1
GDejMONyY4U_003388,test,ego: leave_to_left,3388,3495,56,94,108,5.6,9.4,10.8,,,,,,1
GDejMONyY4U_003618,test,ego: turning,3618,3690,26,45,73,2.6,4.5,7.3,,,,,,1
GDejMONyY4U_004837,test,ego: turning,4837,4901,28,54,65,2.8,5.4,6.5,,,,,,1
GDejMONyY4U_005327,test,other: turning,5327,5386,26,47,60,2.6,4.7,6.0,,,,,,1
GJr8wKk8-YA_004465,test,other: turning,4465,4529,21,53,65,2.1,5.3,6.5,,,,,,1
GLZENQ5lzGA_000021,test,ego: oncoming,21,127,46,74,107,4.6,7.4,10.7,,,,,,1
GRDP68ucrBM_000061,test,ego: turning,61,140,28,70,80,2.8,7.0,8.0,,,,,,1
GYWPqbrY8Z4_000809,test,ego: turning,809,911,54,102,103,5.4,10.2,10.3,,,,,,1
GdyJqgxlSxs_000747,test,ego: turning,747,808,7,44,62,0.7,4.4,6.2,,,,,,1
GdyJqgxlSxs_001451,test,ego: oncoming,1451,1517,28,54,67,2.8,5.4,6.7,,,,,,1
GdyJqgxlSxs_001538,test,ego: leave_to_left,1538,1606,42,58,69,4.2,5.8,6.9,,,,,,1
GdyJqgxlSxs_001912,test,ego: lateral,1912,2003,19,73,92,1.9,7.3,9.2,,,,,,1
GdyJqgxlSxs_003144,test,ego: turning,3144,3226,35,51,83,3.5,5.1,8.3,,,,,,1
GdyJqgxlSxs_005638,test,ego: lateral,5638,5726,20,66,89,2.0,6.6,8.9,,,,,,1
GdyJqgxlSxs_006828,test,ego: moving_ahead_or_waiting,6828,6902,39,69,75,3.9,6.9,7.5,,,,,,1
HNRS3w5zep8_000181,test,ego: lateral,181,278,23,70,98,2.3,7.0,9.8,,,,,,1
HNRS3w5zep8_000299,test,ego: lateral,299,387,1,73,89,0.1,7.3,8.9,,,,,,1
HNRS3w5zep8_001261,test,other: turning,1261,1345,12,47,85,1.2,4.7,8.5,,,,,,1
HNRS3w5zep8_005441,test,ego: turning,5441,5507,19,44,67,1.9,4.4,6.7,,,,,,1
HaC3LrJiTmQ_000307,test,other: turning,307,398,49,65,92,4.9,6.5,9.2,,,,,,1
HaC3LrJiTmQ_001088,test,other: start_stop_or_stationary,1088,1208,61,90,121,6.1,9.0,12.1,,,,,,1
HaC3LrJiTmQ_002545,test,other: leave_to_right,2545,2718,15,158,174,1.5,15.8,17.4,,,,,,1
HaC3LrJiTmQ_002935,test,other: moving_ahead_or_waiting,2935,3074,39,81,140,3.9,8.1,14.0,,,,,,1
HaC3LrJiTmQ_005242,test,ego: lateral,5242,5339,45,77,98,4.5,7.7,9.8,,,,,,1
HaC3LrJiTmQ_005454,test,ego: unknown,5454,5502,16,49,49,1.6,4.9,4.9,,,,,,1
Hd2IzHAfkCI_000301,test,ego: oncoming,301,399,49,89,99,4.9,8.9,9.9,,,,,,1
Hd2IzHAfkCI_000719,test,ego: turning,719,797,35,66,79,3.5,6.6,7.9,,,,,,1
Hd2IzHAfkCI_001091,test,ego: turning,1091,1199,27,103,109,2.7,10.3,10.9,,,,,,1
Hd2IzHAfkCI_001392,test,other: oncoming,1392,1470,38,61,79,3.8,6.1,7.9,,,,,,1
Hd2IzHAfkCI_001762,test,ego: turning,1762,1870,57,87,109,5.7,8.7,10.9,,,,,,1
Hd2IzHAfkCI_002211,test,ego: lateral,2211,2349,1,133,139,0.1,13.3,13.9,,,,,,1
Hd2IzHAfkCI_002471,test,ego: lateral,2471,2579,26,71,109,2.6,7.1,10.9,,,,,,1
Hd2IzHAfkCI_004081,test,ego: turning,4081,4149,22,56,69,2.2,5.6,6.9,,,,,,1
Hd2IzHAfkCI_004231,test,ego: turning,4231,4319,19,45,89,1.9,4.5,8.9,,,,,,1
Hd2IzHAfkCI_004784,test,other: leave_to_right,4784,4882,43,79,99,4.3,7.9,9.9,,,,,,1
Hd2IzHAfkCI_005013,test,other: moving_ahead_or_waiting,5013,5111,40,91,99,4.0,9.1,9.9,,,,,,1
Hd2IzHAfkCI_005313,test,other: pedestrian,5313,5391,17,47,79,1.7,4.7,7.9,,,,,,1
Hd2IzHAfkCI_005753,test,ego: start_stop_or_stationary,5753,5869,80,99,117,8.0,9.9,11.7,,,,,,1
HeK6zbf8I9Y_000313,test,other: turning,313,411,16,38,99,1.6,3.8,9.9,,,,,,1
HeK6zbf8I9Y_004041,test,ego: turning,4041,4103,24,46,63,2.4,4.6,6.3,,,,,,1
Hfs4AlBmg70_005511,test,other: lateral,5511,5581,15,48,71,1.5,4.8,7.1,,,,,,1
Hfs4AlBmg70_006168,test,ego: turning,6168,6220,26,41,53,2.6,4.1,5.3,,,,,,1
Hkui6PJboFg_000498,test,ego: oncoming,498,607,26,33,110,2.6,3.3,11.0,,,,,,1
Hkui6PJboFg_001314,test,ego: turning,1314,1384,13,50,71,1.3,5.0,7.1,,,,,,1
Hkui6PJboFg_001752,test,ego: leave_to_left,1752,1908,57,98,157,5.7,9.8,15.7,,,,,,1
Hkui6PJboFg_002014,test,other: turning,2014,2097,32,60,84,3.2,6.0,8.4,,,,,,1
Hkui6PJboFg_002181,test,ego: lateral,2181,2257,17,39,77,1.7,3.9,7.7,,,,,,1
Hkui6PJboFg_002486,test,ego: turning,2486,2576,39,67,91,3.9,6.7,9.1,,,,,,1
Hkui6PJboFg_003202,test,ego: unknown,3202,3306,52,93,105,5.2,9.3,10.5,,,,,,1
Hkui6PJboFg_004478,test,ego: obstacle,4478,4553,35,57,76,3.5,5.7,7.6,,,,,,1
Hkui6PJboFg_004788,test,ego: lateral,4788,4846,15,43,59,1.5,4.3,5.9,,,,,,1
Hkui6PJboFg_004848,test,ego: moving_ahead_or_waiting,4848,4895,10,43,48,1.0,4.3,4.8,,,,,,1
Hkui6PJboFg_005596,test,other: unknown,5596,5666,22,56,71,2.2,5.6,7.1,,,,,,1
Hkui6PJboFg_005957,test,ego: turning,5957,6030,24,62,74,2.4,6.2,7.4,,,,,,1
Hx8FMhmdOQU_000173,test,ego: turning,173,261,31,74,89,3.1,7.4,8.9,,,,,,1
Hx8FMhmdOQU_000483,test,ego: moving_ahead_or_waiting,483,603,75,121,121,7.5,12.1,12.1,,,,,,1
Hx8FMhmdOQU_001107,test,ego: turning,1107,1206,35,67,100,3.5,6.7,10.0,,,,,,1
Hx8FMhmdOQU_001484,test,ego: leave_to_left,1484,1607,27,120,124,2.7,12.0,12.4,,,,,,1
Hx8FMhmdOQU_001609,test,ego: leave_to_right,1609,1787,43,168,179,4.3,16.8,17.9,,,,,,1
Hx8FMhmdOQU_002029,test,other: moving_ahead_or_waiting,2029,2152,22,60,124,2.2,6.0,12.4,,,,,,1
Hx8FMhmdOQU_003601,test,other: turning,3601,3689,21,67,89,2.1,6.7,8.9,,,,,,1
Hx8FMhmdOQU_003781,test,ego: moving_ahead_or_waiting,3781,3850,35,69,70,3.5,6.9,7.0,,,,,,1
Hx8FMhmdOQU_004252,test,ego: oncoming,4252,4346,49,57,95,4.9,5.7,9.5,,,,,,1
Hx8FMhmdOQU_005600,test,ego: pedestrian,5600,5698,39,70,99,3.9,7.0,9.9,,,,,,1
HzVbo46kkBA_000337,test,ego: obstacle,337,445,66,95,109,6.6,9.5,10.9,,,,,,1
HzVbo46kkBA_000817,test,ego: moving_ahead_or_waiting,817,916,28,75,100,2.8,7.5,10.0,,,,,,1
HzVbo46kkBA_000918,test,other: moving_ahead_or_waiting,918,1026,41,61,109,4.1,6.1,10.9,,,,,,1
HzVbo46kkBA_001622,test,other: turning,1622,1685,13,30,64,1.3,3.0,6.4,,,,,,1
HzVbo46kkBA_001687,test,ego: lateral,1687,1748,3,32,62,0.3,3.2,6.2,,,,,,1
HzVbo46kkBA_001750,test,other: lateral,1750,1859,27,109,110,2.7,10.9,11.0,,,,,,1
HzVbo46kkBA_001987,test,other: lateral,1987,2075,21,44,89,2.1,4.4,8.9,,,,,,1
HzVbo46kkBA_002328,test,ego: turning,2328,2475,74,133,148,7.4,13.3,14.8,,,,,,1
HzVbo46kkBA_003111,test,ego: turning,3111,3238,34,76,128,3.4,7.6,12.8,,,,,,1
HzVbo46kkBA_003934,test,other: leave_to_left,3934,4042,33,103,109,3.3,10.3,10.9,,,,,,1
HzVbo46kkBA_004124,test,ego: moving_ahead_or_waiting,4124,4223,40,75,100,4.0,7.5,10.0,,,,,,1
HzVbo46kkBA_004323,test,other: leave_to_right,4323,4441,41,68,119,4.1,6.8,11.9,,,,,,1
HzVbo46kkBA_004563,test,other: turning,4563,4733,19,154,171,1.9,15.4,17.1,,,,,,1
HzVbo46kkBA_005648,test,ego: turning,5648,5825,136,175,178,13.6,17.5,17.8,,,,,,1
IFhWIS-Gwps_000227,test,ego: oncoming,227,367,84,122,141,8.4,12.2,14.1,,,,,,1
IIuaTrT3pp0_000498,test,ego: moving_ahead_or_waiting,498,573,17,67,76,1.7,6.7,7.6,,,,,,1
IOoVklIZLMw_000945,test,ego: oncoming,945,1061,50,86,117,5.0,8.6,11.7,,,,,,1
IOoVklIZLMw_003435,test,ego: moving_ahead_or_waiting,3435,3543,37,53,109,3.7,5.3,10.9,,,,,,1
IQwS7BEjUxM_000147,test,other: leave_to_right,147,219,10,40,73,1.0,4.0,7.3,,,,,,1
IQwS7BEjUxM_000423,test,other: leave_to_left,423,513,31,38,91,3.1,3.8,9.1,,,,,,1
IQwS7BEjUxM_001382,test,ego: lateral,1382,1489,58,95,108,5.8,9.5,10.8,,,,,,1
IQwS7BEjUxM_001491,test,ego: leave_to_left,1491,1638,59,126,148,5.9,12.6,14.8,,,,,,1
IQwS7BEjUxM_001783,test,other: moving_ahead_or_waiting,1783,1876,41,88,94,4.1,8.8,9.4,,,,,,1
IQwS7BEjUxM_002096,test,other: lateral,2096,2237,34,95,142,3.4,9.5,14.2,,,,,,1
IQwS7BEjUxM_002239,test,ego: leave_to_right,2239,2377,57,117,139,5.7,11.7,13.9,,,,,,1
IQwS7BEjUxM_002546,test,ego: turning,2546,2664,62,92,119,6.2,9.2,11.9,,,,,,1
IQwS7BEjUxM_003370,test,other: leave_to_left,3370,3468,21,44,99,2.1,4.4,9.9,,,,,,1
Izf9l3VWQuo_000815,test,other: leave_to_left,815,923,18,83,109,1.8,8.3,10.9,,,,,,1
Izf9l3VWQuo_000925,test,ego: lateral,925,984,38,60,60,3.8,6.0,6.0,,,,,,1
Izf9l3VWQuo_001419,test,other: leave_to_left,1419,1568,40,116,150,4.0,11.6,15.0,,,,,,1
Izf9l3VWQuo_001570,test,other: oncoming,1570,1649,22,52,80,2.2,5.2,8.0,,,,,,1
Izf9l3VWQuo_002029,test,other: oncoming,2029,2150,50,88,122,5.0,8.8,12.2,,,,,,1
Izf9l3VWQuo_003613,test,other: moving_ahead_or_waiting,3613,3766,73,92,154,7.3,9.2,15.4,,,,,,1
Izf9l3VWQuo_004280,test,ego: leave_to_right,4280,4420,70,125,141,7.0,12.5,14.1,,,,,,1
Izf9l3VWQuo_005326,test,other: oncoming,5326,5434,31,50,109,3.1,5.0,10.9,,,,,,1
Izf9l3VWQuo_005523,test,other: turning,5523,5632,17,73,110,1.7,7.3,11.0,,,,,,1
Izf9l3VWQuo_005634,test,other: moving_ahead_or_waiting,5634,5732,39,60,99,3.9,6.0,9.9,,,,,,1
J-j5eIHg8I0_000194,test,ego: turning,194,251,54,58,58,5.4,5.8,5.8,,,,,,1
J-j5eIHg8I0_000723,test,other: turning,723,863,67,82,141,6.7,8.2,14.1,,,,,,1
J-j5eIHg8I0_000865,test,other: moving_ahead_or_waiting,865,992,38,86,128,3.8,8.6,12.8,,,,,,1
J-j5eIHg8I0_000994,test,ego: turning,994,1132,53,104,139,5.3,10.4,13.9,,,,,,1
J-j5eIHg8I0_001134,test,other: lateral,1134,1284,24,56,151,2.4,5.6,15.1,,,,,,1
J-j5eIHg8I0_001286,test,ego: leave_to_right,1286,1442,87,129,157,8.7,12.9,15.7,,,,,,1
J-j5eIHg8I0_001514,test,other: turning,1514,1652,60,90,139,6.0,9.0,13.9,,,,,,1
J-j5eIHg8I0_001654,test,other: turning,1654,1694,21,41,41,2.1,4.1,4.1,,,,,,1
J-j5eIHg8I0_001696,test,ego: moving_ahead_or_waiting,1696,1814,26,86,119,2.6,8.6,11.9,,,,,,1
J-j5eIHg8I0_001816,test,other: moving_ahead_or_waiting,1816,1915,31,61,100,3.1,6.1,10.0,,,,,,1
J-j5eIHg8I0_002477,test,ego: turning,2477,2586,37,79,110,3.7,7.9,11.0,,,,,,1
J-j5eIHg8I0_004416,test,other: turning,4416,4490,24,50,75,2.4,5.0,7.5,,,,,,1
J-vWxzY9H9E_000271,test,ego: turning,271,359,38,71,89,3.8,7.1,8.9,,,,,,1
JHfjuFrnpjA_000441,test,other: turning,441,549,49,68,109,4.9,6.8,10.9,,,,,,1
JHfjuFrnpjA_000551,test,other: turning,551,629,10,37,79,1.0,3.7,7.9,,,,,,1
JHfjuFrnpjA_000721,test,other: leave_to_left,721,860,73,118,140,7.3,11.8,14.0,,,,,,1
JHfjuFrnpjA_001044,test,other: turning,1044,1162,33,70,119,3.3,7.0,11.9,,,,,,1
JHfjuFrnpjA_001164,test,other: lateral,1164,1278,12,98,115,1.2,9.8,11.5,,,,,,1
JHfjuFrnpjA_002290,test,other: lateral,2290,2402,37,68,113,3.7,6.8,11.3,,,,,,1
JHfjuFrnpjA_005229,test,other: turning,5229,5317,40,61,89,4.0,6.1,8.9,,,,,,1
JHfjuFrnpjA_005930,test,other: leave_to_right,5930,6017,48,70,88,4.8,7.0,8.8,,,,,,1
JV0D-YkWHD8_000689,test,ego: lateral,689,755,0,42,67,0.0,4.2,6.7,,,,,,1
JV0D-YkWHD8_000851,test,ego: turning,851,954,43,61,104,4.3,6.1,10.4,,,,,,1
JV0D-YkWHD8_001349,test,ego: lateral,1349,1452,22,63,104,2.2,6.3,10.4,,,,,,1
JV0D-YkWHD8_001454,test,other: turning,1454,1529,21,45,76,2.1,4.5,7.6,,,,,,1
JV0D-YkWHD8_001531,test,ego: turning,1531,1597,17,42,67,1.7,4.2,6.7,,,,,,1
JV0D-YkWHD8_001686,test,ego: pedestrian,1686,1783,43,86,98,4.3,8.6,9.8,,,,,,1
JV0D-YkWHD8_002421,test,other: moving_ahead_or_waiting,2421,2514,34,76,94,3.4,7.6,9.4,,,,,,1
JV0D-YkWHD8_003492,test,ego: lateral,3492,3558,23,38,67,2.3,3.8,6.7,,,,,,1
JV0D-YkWHD8_003654,test,ego: leave_to_left,3654,3742,25,78,89,2.5,7.8,8.9,,,,,,1
JV0D-YkWHD8_003939,test,other: lateral,3939,4031,34,86,93,3.4,8.6,9.3,,,,,,1
J_ggxJD3Uy8_004713,test,ego: moving_ahead_or_waiting,4713,4782,38,66,70,3.8,6.6,7.0,,,,,,1
JkYzYrJpSoQ_001255,test,ego: moving_ahead_or_waiting,1255,1353,58,70,99,5.8,7.0,9.9,,,,,,1
JkYzYrJpSoQ_001556,test,ego: turning,1556,1644,28,66,89,2.8,6.6,8.9,,,,,,1
JkYzYrJpSoQ_002520,test,ego: turning,2520,2608,43,62,89,4.3,6.2,8.9,,,,,,1
JkYzYrJpSoQ_004208,test,ego: turning,4208,4296,42,68,89,4.2,6.8,8.9,,,,,,1
JkYzYrJpSoQ_004298,test,ego: lateral,4298,4396,46,70,99,4.6,7.0,9.9,,,,,,1
JkYzYrJpSoQ_005468,test,other: unknown,5468,5576,64,88,109,6.4,8.8,10.9,,,,,,1
