id,target,time_of_event,time_of_alert
EJ4VM9wLNXQ_000663__pre,0,,
8dI7OolIEXY_002655,1,2.700,
8dI7OolIEXY_002655__pre,0,,
Nc9SDBksPPA_000621,1,6.100,
Nc9SDBksPPA_000621__pre,0,,
y1vGuUK0db4_005532,1,3.400,
y1vGuUK0db4_005532__pre,0,,
Y4rb2_HaBdQ_002708,1,3.800,
Y4rb2_HaBdQ_002708__pre,0,,
t4Cvbdtebk0_002882,1,3.700,
t4Cvbdtebk0_002882__pre,0,,
Sihe6aeyLHg_000947,1,4.500,
Sihe6aeyLHg_000947__pre,0,,
sUbP4j8rAic_005313,1,4.700,
sUbP4j8rAic_005313__pre,0,,
4wKjxDXnmYs_005286,1,2.300,
4wKjxDXnmYs_005286__pre,0,,
GLZENQ5lzGA_000148,1,4.700,
GLZENQ5lzGA_000148__pre,0,,
PfJ2CudpCgE_002277,1,4.600,
PfJ2CudpCgE_002277__pre,0,,
r6_ZhT7rmhM_000436,1,6.300,
r6_ZhT7rmhM_000436__pre,0,,
9Q0FCoNxL8I_000348,1,3.200,
9Q0FCoNxL8I_000348__pre,0,,
kjVywUi1WK4_003840,1,2.800,
kjVywUi1WK4_003840__pre,0,,
jKwCC2RhxJE_004435,1,3.000,
jKwCC2RhxJE_004435__pre,0,,
3Sqeb-l1RPA_004185,1,3.700,
3Sqeb-l1RPA_004185__pre,0,,
X8VgGb1fJDU_002745,1,4.200,
X8VgGb1fJDU_002745__pre,0,,
ujVRDgGVzlQ_005345,1,2.200,
ujVRDgGVzlQ_005345__pre,0,,
xVfPBzDnI2Q_004612,1,2.700,
xVfPBzDnI2Q_004612__pre,0,,
UjkeNSr2dXQ_000170,1,2.800,
UjkeNSr2dXQ_000170__pre,0,,
qzMjfBx1KI0_002227,1,6.100,
qzMjfBx1KI0_002227__pre,0,,
Hkui6PJboFg_003854,1,5.400,
Hkui6PJboFg_003854__pre,0,,
Pbw0A-RCjcw_000562,1,6.300,
Pbw0A-RCjcw_000562__pre,0,,
DSBGS6aRzgc_002550,1,2.500,
DSBGS6aRzgc_002550__pre,0,,
K1r3m5OrmB4_001235,1,5.200,
K1r3m5OrmB4_001235__pre,0,,
4wKjxDXnmYs_002718,1,2.400,
4wKjxDXnmYs_002718__pre,0,,
vZSr9dhRxlE_003450,1,6.100,
vZSr9dhRxlE_003450__pre,0,,
ZIts2XH28SA_002935,1,2.600,
ZIts2XH28SA_002935__pre,0,,
PfJ2CudpCgE_002549,1,3.000,
PfJ2CudpCgE_002549__pre,0,,
fWJbp43k644_002866,1,2.700,
fWJbp43k644_002866__pre,0,,
eN6y6-4C1Rc_003230,1,4.700,
eN6y6-4C1Rc_003230__pre,0,,
GYWPqbrY8Z4_001405,1,5.200,
GYWPqbrY8Z4_001405__pre,0,,
4K_6s1n6BpU_006682,1,1.400,
lKMwX4nA64k_003105,1,2.800,
lKMwX4nA64k_003105__pre,0,,
gDjeTHGWX9c_006066,1,2.700,
gDjeTHGWX9c_006066__pre,0,,
J-j5eIHg8I0_004779,1,6.900,
J-j5eIHg8I0_004779__pre,0,,
Zpo0kwg1XEQ_003322,1,2.100,
Zpo0kwg1XEQ_003322__pre,0,,
vdLn-qswnRo_003795,1,2.600,
vdLn-qswnRo_003795__pre,0,,
kN-2mc561GY_004496,1,2.200,
kN-2mc561GY_004496__pre,0,,
lKMwX4nA64k_004263,1,3.100,
lKMwX4nA64k_004263__pre,0,,
PfJ2CudpCgE_000575,1,3.500,
PfJ2CudpCgE_000575__pre,0,,
V3--0ubJkNE_001660,1,2.300,
V3--0ubJkNE_001660__pre,0,,
OWtbKblBOKI_001404,1,5.000,
OWtbKblBOKI_001404__pre,0,,
3sGShQb_HwU_000985,1,5.400,
3sGShQb_HwU_000985__pre,0,,
QERvirE3S5s_005933,1,2.800,
QERvirE3S5s_005933__pre,0,,
UjkeNSr2dXQ_000270,1,4.400,
UjkeNSr2dXQ_000270__pre,0,,
PEwiwzyTjX0_005074,1,4.200,
PEwiwzyTjX0_005074__pre,0,,
fb5i7JlmJdg_000723,1,5.100,
fb5i7JlmJdg_000723__pre,0,,
Hkui6PJboFg_003812,1,2.400,
Hkui6PJboFg_003812__pre,0,,
Z9K13eBUwJM_000539,1,2.800,
Z9K13eBUwJM_000539__pre,0,,
D_pyFV4nKd4_000666,1,5.700,
D_pyFV4nKd4_000666__pre,0,,
88LcRU7uEFE_000732,1,3.800,
88LcRU7uEFE_000732__pre,0,,
Tsl84N96WM8_000341,1,4.900,
Tsl84N96WM8_000341__pre,0,,
HNRS3w5zep8_001182,1,2.500,
HNRS3w5zep8_001182__pre,0,,
CyeT8rEQOpQ_004911,1,3.700,
CyeT8rEQOpQ_004911__pre,0,,
nvVk7L3GrJQ_005265,1,6.700,
nvVk7L3GrJQ_005265__pre,0,,
fWJbp43k644_003828,1,7.100,
fWJbp43k644_003828__pre,0,,
qzMjfBx1KI0_004884,1,4.900,
qzMjfBx1KI0_004884__pre,0,,
l1XbmdmGr0Q_000062,1,4.000,
l1XbmdmGr0Q_000062__pre,0,,
RPNiqsdt6-w_002780,1,5.300,
RPNiqsdt6-w_002780__pre,0,,
DkjTJcCXipY_003474,1,1.800,
Hkui6PJboFg_003063,1,1.900,
gXezhrOijmQ_004417,1,5.200,
gXezhrOijmQ_004417__pre,0,,
8dI7OolIEXY_002729,1,3.200,
8dI7OolIEXY_002729__pre,0,,
Hd2IzHAfkCI_002839,1,3.600,
Hd2IzHAfkCI_002839__pre,0,,
2SAby_5t94M_000562,1,3.100,
2SAby_5t94M_000562__pre,0,,
GdyJqgxlSxs_000192,1,3.700,
GdyJqgxlSxs_000192__pre,0,,
3sGShQb_HwU_000905,1,4.400,
3sGShQb_HwU_000905__pre,0,,
bFGmOp9H3MA_001119,1,3.900,
bFGmOp9H3MA_001119__pre,0,,
QERvirE3S5s_000744,1,3.900,
QERvirE3S5s_000744__pre,0,,
JV0D-YkWHD8_001599,1,3.400,
JV0D-YkWHD8_001599__pre,0,,
QERvirE3S5s_004710,1,3.900,
QERvirE3S5s_004710__pre,0,,
Zpo0kwg1XEQ_000942,1,3.200,
Zpo0kwg1XEQ_000942__pre,0,,
0RJPQ_97dcs_001640,1,5.900,
0RJPQ_97dcs_001640__pre,0,,
zRZ9PJguIfE_000655,1,3.200,
zRZ9PJguIfE_000655__pre,0,,
nvVk7L3GrJQ_005580,1,2.600,
nvVk7L3GrJQ_005580__pre,0,,
t4Cvbdtebk0_001385,1,3.000,
t4Cvbdtebk0_001385__pre,0,,
W6YrlYyWguc_001756,1,9.200,
W6YrlYyWguc_001756__pre,0,,
bhA2ckvE-TQ_001056,1,6.700,
bhA2ckvE-TQ_001056__pre,0,,
gXezhrOijmQ_005750,1,4.500,
gXezhrOijmQ_005750__pre,0,,
kjVywUi1WK4_003060,1,4.500,
kjVywUi1WK4_003060__pre,0,,
bFGmOp9H3MA_005171,1,3.100,
bFGmOp9H3MA_005171__pre,0,,
IOoVklIZLMw_003645,1,3.200,
IOoVklIZLMw_003645__pre,0,,
QERvirE3S5s_002657,1,3.300,
QERvirE3S5s_002657__pre,0,,
Q7VBPeGwJWw_002261,1,2.100,
Q7VBPeGwJWw_002261__pre,0,,
nHvTqyRntbY_001105,1,3.300,
nHvTqyRntbY_001105__pre,0,,
y1vGuUK0db4_002171,1,2.900,
y1vGuUK0db4_002171__pre,0,,
0qfbmt4G8Rw_002663,1,5.600,
0qfbmt4G8Rw_002663__pre,0,,
kN-2mc561GY_000683,1,2.800,
kN-2mc561GY_000683__pre,0,,
gDjeTHGWX9c_003096,1,3.200,
gDjeTHGWX9c_003096__pre,0,,
dZG1VKsgs60_003543,1,2.800,
dZG1VKsgs60_003543__pre,0,,
T7TkJVmGyts_001278,1,5.800,
T7TkJVmGyts_001278__pre,0,,
J-j5eIHg8I0_004588,1,4.600,
J-j5eIHg8I0_004588__pre,0,,
fWJbp43k644_000533,1,4.900,
fWJbp43k644_000533__pre,0,,
y1vGuUK0db4_002814,1,4.900,
y1vGuUK0db4_002814__pre,0,,
jv7vz_55H8M_000486,1,1.800,
QeuzUfHIWYU_004536,1,2.900,
QeuzUfHIWYU_004536__pre,0,,
Hx8FMhmdOQU_000263,1,4.600,
Hx8FMhmdOQU_000263__pre,0,,
kld-iYpdjyo_000428,1,5.000,
kld-iYpdjyo_000428__pre,0,,
PYL3JcSsS6o_004416,1,16.000,
PYL3JcSsS6o_004416__pre,0,,
bFGmOp9H3MA_000061,1,3.200,
bFGmOp9H3MA_000061__pre,0,,
vZSr9dhRxlE_002331,1,2.700,
vZSr9dhRxlE_002331__pre,0,,
QeuzUfHIWYU_004325,1,5.600,
QeuzUfHIWYU_004325__pre,0,,
Jt6_hinpKpk_001859,1,1.100,
IFhWIS-Gwps_002227,1,1.500,
fWJbp43k644_004611,1,3.000,
fWJbp43k644_004611__pre,0,,
kjVywUi1WK4_003940,1,5.100,
kjVywUi1WK4_003940__pre,0,,
kjVywUi1WK4_004617,1,4.000,
kjVywUi1WK4_004617__pre,0,,
eW9vWga9F5M_000342,1,7.400,
eW9vWga9F5M_000342__pre,0,,
bI9JzQSrEGo_000779,1,5.100,
bI9JzQSrEGo_000779__pre,0,,
1u69z-wsDIc_000484,1,6.100,
1u69z-wsDIc_000484__pre,0,,
EY8x-fyQkbk_002762,1,3.100,
EY8x-fyQkbk_002762__pre,0,,
DpQBo4gb6Lw_000380,1,3.100,
DpQBo4gb6Lw_000380__pre,0,,
t_bCDlNOhJc_002052,1,5.300,
t_bCDlNOhJc_002052__pre,0,,
Tsl84N96WM8_002462,1,4.000,
Tsl84N96WM8_002462__pre,0,,
Sihe6aeyLHg_004622,1,5.300,
Sihe6aeyLHg_004622__pre,0,,
bhA2ckvE-TQ_004301,1,3.000,
bhA2ckvE-TQ_004301__pre,0,,
QERvirE3S5s_002858,1,4.000,
QERvirE3S5s_002858__pre,0,,
HaC3LrJiTmQ_003539,1,5.000,
HaC3LrJiTmQ_003539__pre,0,,
eN6y6-4C1Rc_006040,1,3.300,
eN6y6-4C1Rc_006040__pre,0,,
bI9JzQSrEGo_004353,1,3.100,
bI9JzQSrEGo_004353__pre,0,,
nHvTqyRntbY_004313,1,3.100,
nHvTqyRntbY_004313__pre,0,,
pOJpwWmEcFg_003080,1,3.300,
pOJpwWmEcFg_003080__pre,0,,
7uTMZ5-aWKA_001605,1,3.500,
7uTMZ5-aWKA_001605__pre,0,,
W6YrlYyWguc_000495,1,5.300,
W6YrlYyWguc_000495__pre,0,,
5vKPYV5w6pw_004224,1,4.200,
5vKPYV5w6pw_004224__pre,0,,
4wKjxDXnmYs_001844,1,3.000,
4wKjxDXnmYs_001844__pre,0,,
Tsl84N96WM8_000241,1,4.400,
Tsl84N96WM8_000241__pre,0,,
jFFhYwgepmY_000889,1,5.400,
jFFhYwgepmY_000889__pre,0,,
JPfUoxTjKo4_000021,1,2.400,
JPfUoxTjKo4_000021__pre,0,,
gDjeTHGWX9c_005997,1,1.200,
88LcRU7uEFE_001913,1,4.200,
88LcRU7uEFE_001913__pre,0,,
JV0D-YkWHD8_004103,1,1.700,
PfJ2CudpCgE_006024,1,3.500,
PfJ2CudpCgE_006024__pre,0,,
gZbGLa253Ak_000721,1,4.300,
gZbGLa253Ak_000721__pre,0,,
zRZ9PJguIfE_003137,1,2.500,
zRZ9PJguIfE_003137__pre,0,,
fb5i7JlmJdg_005252,1,6.000,
fb5i7JlmJdg_005252__pre,0,,
Sihe6aeyLHg_004548,1,2.600,
Sihe6aeyLHg_004548__pre,0,,
f482qwPz7ns_003767,1,3.600,
f482qwPz7ns_003767__pre,0,,
90gyBengKDs_003139,1,3.500,
90gyBengKDs_003139__pre,0,,
Z9K13eBUwJM_005905,1,4.800,
Z9K13eBUwJM_005905__pre,0,,
QeuzUfHIWYU_000559,1,3.900,
QeuzUfHIWYU_000559__pre,0,,
xVfPBzDnI2Q_001710,1,3.600,
xVfPBzDnI2Q_001710__pre,0,,
3sGShQb_HwU_004259,1,4.500,
3sGShQb_HwU_004259__pre,0,,
y4Evv5By6sg_000075,1,4.700,
y4Evv5By6sg_000075__pre,0,,
2TmFM9p1KF8_001756,1,0.600,
2TmFM9p1KF8_001932,1,1.600,
u33fdjUY_Iw_004509,1,5.200,
u33fdjUY_Iw_004509__pre,0,,
oZaUkhs_H-s_002917,1,3.400,
oZaUkhs_H-s_002917__pre,0,,
hdOtS-BpUPY_004293,1,4.200,
hdOtS-BpUPY_004293__pre,0,,
ahKX0rtdMJc_004580,1,3.000,
ahKX0rtdMJc_004580__pre,0,,
CyeT8rEQOpQ_002416,1,3.900,
CyeT8rEQOpQ_002416__pre,0,,
0z7J7rOpTic_002066,1,5.100,
0z7J7rOpTic_002066__pre,0,,
QeuzUfHIWYU_005018,1,5.300,
QeuzUfHIWYU_005018__pre,0,,
J-j5eIHg8I0_000505,1,3.600,
J-j5eIHg8I0_000505__pre,0,,
nHvTqyRntbY_003764,1,2.100,
nHvTqyRntbY_003764__pre,0,,
UKBuDqU8qTM_000371,1,5.300,
UKBuDqU8qTM_000371__pre,0,,
nvVk7L3GrJQ_001293,1,1.400,
bhA2ckvE-TQ_001797,1,5.300,
bhA2ckvE-TQ_001797__pre,0,,
90gyBengKDs_001613,1,3.100,
90gyBengKDs_001613__pre,0,,
UOjQsfDXjO0_002436,1,3.400,
UOjQsfDXjO0_002436__pre,0,,
LfKfK4I5RPE_003732,1,3.000,
LfKfK4I5RPE_003732__pre,0,,
RPNiqsdt6-w_000521,1,3.800,
RPNiqsdt6-w_000521__pre,0,,
3u_CIo9IaWo_002893,1,4.000,
3u_CIo9IaWo_002893__pre,0,,
O9uvBFovKj8_004982,1,3.700,
O9uvBFovKj8_004982__pre,0,,
p8q77QzOdUs_003890,1,5.500,
p8q77QzOdUs_003890__pre,0,,
Nc9SDBksPPA_004924,1,4.000,
Nc9SDBksPPA_004924__pre,0,,
2SAby_5t94M_000753,1,2.000,
2SAby_5t94M_000753__pre,0,,
TlBhM9Xbr2o_001876,1,4.100,
TlBhM9Xbr2o_001876__pre,0,,
DpQBo4gb6Lw_002691,1,5.100,
DpQBo4gb6Lw_002691__pre,0,,
3sGShQb_HwU_004977,1,3.600,
3sGShQb_HwU_004977__pre,0,,
dZG1VKsgs60_002588,1,2.600,
dZG1VKsgs60_002588__pre,0,,
3tEZvtQZ18Q_000981,1,2.600,
3tEZvtQZ18Q_000981__pre,0,,
sdqIDbZJfy0_003353,1,2.900,
sdqIDbZJfy0_003353__pre,0,,
p8q77QzOdUs_004490,1,3.200,
p8q77QzOdUs_004490__pre,0,,
YBEYOS3A3Ic_004858,1,2.900,
YBEYOS3A3Ic_004858__pre,0,,
f482qwPz7ns_004142,1,8.800,
f482qwPz7ns_004142__pre,0,,
Hx8FMhmdOQU_005151,1,4.300,
Hx8FMhmdOQU_005151__pre,0,,
uFwnmh0GpBo_002118,1,3.600,
uFwnmh0GpBo_002118__pre,0,,
hdOtS-BpUPY_001041,1,3.500,
hdOtS-BpUPY_001041__pre,0,,
D_pyFV4nKd4_004530,1,5.800,
D_pyFV4nKd4_004530__pre,0,,
ieP36TLihGM_002893,1,4.700,
ieP36TLihGM_002893__pre,0,,
jFFhYwgepmY_000351,1,3.900,
jFFhYwgepmY_000351__pre,0,,
xjbbH74SwTg_002787,1,4.900,
xjbbH74SwTg_002787__pre,0,,
y4Evv5By6sg_000648,1,8.600,
y4Evv5By6sg_000648__pre,0,,
T89zSiaMNgM_002640,1,4.900,
T89zSiaMNgM_002640__pre,0,,
W6YrlYyWguc_001646,1,6.400,
W6YrlYyWguc_001646__pre,0,,
Zpo0kwg1XEQ_001906,1,3.800,
Zpo0kwg1XEQ_001906__pre,0,,
Nc9SDBksPPA_000281,1,5.900,
Nc9SDBksPPA_000281__pre,0,,
mrIFkGZbNjc_003786,1,2.900,
mrIFkGZbNjc_003786__pre,0,,
ruiSuGHJf6Q_001231,1,5.500,
ruiSuGHJf6Q_001231__pre,0,,
jFFhYwgepmY_002431,1,1.900,
CyeT8rEQOpQ_003695,1,4.100,
CyeT8rEQOpQ_003695__pre,0,,
0RJPQ_97dcs_001974,1,4.300,
0RJPQ_97dcs_001974__pre,0,,
PfJ2CudpCgE_003154,1,3.900,
PfJ2CudpCgE_003154__pre,0,,
hfwb3mZZ0fs_003392,1,2.700,
hfwb3mZZ0fs_003392__pre,0,,
hfwb3mZZ0fs_001223,1,0.200,
kld-iYpdjyo_006188,1,2.600,
kld-iYpdjyo_006188__pre,0,,
xjbbH74SwTg_000812,1,4.600,
xjbbH74SwTg_000812__pre,0,,
9Q0FCoNxL8I_001552,1,3.900,
9Q0FCoNxL8I_001552__pre,0,,
HaC3LrJiTmQ_002720,1,7.100,
HaC3LrJiTmQ_002720__pre,0,,
nHvTqyRntbY_004602,1,3.400,
nHvTqyRntbY_004602__pre,0,,
5vKPYV5w6pw_005653,1,3.800,
5vKPYV5w6pw_005653__pre,0,,
pWZSG2cUdEo_000052,1,3.900,
pWZSG2cUdEo_000052__pre,0,,
J-j5eIHg8I0_004326,1,3.300,
J-j5eIHg8I0_004326__pre,0,,
LfKfK4I5RPE_003812,1,3.500,
LfKfK4I5RPE_003812__pre,0,,
eN6y6-4C1Rc_006167,1,2.600,
eN6y6-4C1Rc_006167__pre,0,,
bhA2ckvE-TQ_001611,1,2.000,
bhA2ckvE-TQ_001611__pre,0,,
Y4rb2_HaBdQ_002036,1,2.100,
Y4rb2_HaBdQ_002036__pre,0,,
nHvTqyRntbY_002652,1,4.200,
nHvTqyRntbY_002652__pre,0,,
pQdl0apLT70_004452,1,2.200,
pQdl0apLT70_004452__pre,0,,
LfKfK4I5RPE_004619,1,3.200,
LfKfK4I5RPE_004619__pre,0,,
4K_6s1n6BpU_001144,1,3.100,
4K_6s1n6BpU_001144__pre,0,,
UOjQsfDXjO0_003467,1,5.200,
UOjQsfDXjO0_003467__pre,0,,
DyzL2sahobA_000861,1,4.000,
DyzL2sahobA_000861__pre,0,,
mrIFkGZbNjc_003276,1,2.100,
mrIFkGZbNjc_003276__pre,0,,
zRZ9PJguIfE_005031,1,7.500,
zRZ9PJguIfE_005031__pre,0,,
bhA2ckvE-TQ_002907,1,4.400,
bhA2ckvE-TQ_002907__pre,0,,
W6YrlYyWguc_001536,1,4.500,
W6YrlYyWguc_001536__pre,0,,
xToi8YVZM8o_000690,1,5.400,
xToi8YVZM8o_000690__pre,0,,
Sihe6aeyLHg_004041,1,2.300,
Sihe6aeyLHg_004041__pre,0,,
88LcRU7uEFE_001047,1,4.300,
88LcRU7uEFE_001047__pre,0,,
Hx8FMhmdOQU_000905,1,3.100,
Hx8FMhmdOQU_000905__pre,0,,
uFwnmh0GpBo_001082,1,4.700,
uFwnmh0GpBo_001082__pre,0,,
P5MjgFmqouA_003505,1,2.900,
P5MjgFmqouA_003505__pre,0,,
QeuzUfHIWYU_005178,1,4.000,
QeuzUfHIWYU_005178__pre,0,,
K1r3m5OrmB4_003916,1,3.900,
K1r3m5OrmB4_003916__pre,0,,
lKMwX4nA64k_003183,1,3.100,
lKMwX4nA64k_003183__pre,0,,
O9uvBFovKj8_000319,1,2.900,
O9uvBFovKj8_000319__pre,0,,
PEwiwzyTjX0_001508,1,2.100,
PEwiwzyTjX0_001508__pre,0,,
Pbw0A-RCjcw_001170,1,5.700,
Pbw0A-RCjcw_001170__pre,0,,
UOjQsfDXjO0_003227,1,4.400,
UOjQsfDXjO0_003227__pre,0,,
nvVk7L3GrJQ_005513,1,2.900,
nvVk7L3GrJQ_005513__pre,0,,
Nc9SDBksPPA_000171,1,3.600,
Nc9SDBksPPA_000171__pre,0,,
vdLn-qswnRo_001611,1,3.900,
vdLn-qswnRo_001611__pre,0,,
CyeT8rEQOpQ_001932,1,3.600,
CyeT8rEQOpQ_001932__pre,0,,
a_VxrUq9PmA_003973,1,3.800,
a_VxrUq9PmA_003973__pre,0,,
p-fBcE77G4c_002340,1,4.900,
p-fBcE77G4c_002340__pre,0,,
pOJpwWmEcFg_005037,1,3.100,
pOJpwWmEcFg_005037__pre,0,,
ruiSuGHJf6Q_004660,1,4.200,
ruiSuGHJf6Q_004660__pre,0,,
DyzL2sahobA_000073,1,6.000,
DyzL2sahobA_000073__pre,0,,
7uTMZ5-aWKA_000860,1,5.800,
7uTMZ5-aWKA_000860__pre,0,,
T7TkJVmGyts_000891,1,4.100,
T7TkJVmGyts_000891__pre,0,,
yr0gNIxRluE_001080,1,3.100,
yr0gNIxRluE_001080__pre,0,,
T7TkJVmGyts_000191,1,4.800,
T7TkJVmGyts_000191__pre,0,,
nADqn-DZ-Dc_000740,1,6.400,
nADqn-DZ-Dc_000740__pre,0,,
O9uvBFovKj8_000211,1,4.300,
O9uvBFovKj8_000211__pre,0,,
a_VxrUq9PmA_005151,1,4.600,
a_VxrUq9PmA_005151__pre,0,,
lmykriTbncM_004234,1,4.400,
lmykriTbncM_004234__pre,0,,
Vtpe3HAIEm4_003608,1,3.900,
Vtpe3HAIEm4_003608__pre,0,,
88LcRU7uEFE_001238,1,4.300,
88LcRU7uEFE_001238__pre,0,,
uFwnmh0GpBo_000842,1,4.500,
uFwnmh0GpBo_000842__pre,0,,
p-fBcE77G4c_003392,1,4.000,
p-fBcE77G4c_003392__pre,0,,
Q7VBPeGwJWw_002894,1,1.800,
d2SCftR5sWc_003264,1,2.200,
d2SCftR5sWc_003264__pre,0,,
ruiSuGHJf6Q_000371,1,3.500,
ruiSuGHJf6Q_000371__pre,0,,
ieP36TLihGM_002993,1,2.800,
ieP36TLihGM_002993__pre,0,,
O9uvBFovKj8_001912,1,3.500,
O9uvBFovKj8_001912__pre,0,,
zRZ9PJguIfE_001319,1,4.100,
zRZ9PJguIfE_001319__pre,0,,
JHfjuFrnpjA_004861,1,3.100,
JHfjuFrnpjA_004861__pre,0,,
u33fdjUY_Iw_001593,1,3.100,
u33fdjUY_Iw_001593__pre,0,,
pOJpwWmEcFg_002252,1,2.600,
pOJpwWmEcFg_002252__pre,0,,
sdqIDbZJfy0_002638,1,3.800,
sdqIDbZJfy0_002638__pre,0,,
L334aqEJxys_000928,1,5.100,
L334aqEJxys_000928__pre,0,,
CyeT8rEQOpQ_005549,1,3.600,
CyeT8rEQOpQ_005549__pre,0,,
4wKjxDXnmYs_001994,1,1.900,
lKMwX4nA64k_001926,1,6.800,
lKMwX4nA64k_001926__pre,0,,
GkDXwJXjQx0_001355,1,1.400,
vZSr9dhRxlE_000052,1,3.100,
vZSr9dhRxlE_000052__pre,0,,
hdOtS-BpUPY_001912,1,2.500,
hdOtS-BpUPY_001912__pre,0,,
WWyeuvpHmfc_002453,1,3.200,
WWyeuvpHmfc_002453__pre,0,,
JkYzYrJpSoQ_004958,1,1.500,
GdyJqgxlSxs_006240,1,3.600,
GdyJqgxlSxs_006240__pre,0,,
D_pyFV4nKd4_003804,1,4.500,
D_pyFV4nKd4_003804__pre,0,,
nvVk7L3GrJQ_001826,1,3.500,
nvVk7L3GrJQ_001826__pre,0,,
h55PiQMnlJY_001243,1,6.000,
h55PiQMnlJY_001243__pre,0,,
UOjQsfDXjO0_001011,1,7.000,
UOjQsfDXjO0_001011__pre,0,,
Nc9SDBksPPA_004404,1,4.800,
Nc9SDBksPPA_004404__pre,0,,
Pbw0A-RCjcw_002742,1,2.600,
Pbw0A-RCjcw_002742__pre,0,,
HaC3LrJiTmQ_005125,1,3.800,
HaC3LrJiTmQ_005125__pre,0,,
Izf9l3VWQuo_004675,1,4.300,
Izf9l3VWQuo_004675__pre,0,,
1u69z-wsDIc_004094,1,4.800,
1u69z-wsDIc_004094__pre,0,,
6E2N9ld0eHg_000972,1,5.000,
6E2N9ld0eHg_000972__pre,0,,
UKBuDqU8qTM_003400,1,3.500,
UKBuDqU8qTM_003400__pre,0,,
RPNiqsdt6-w_003437,1,6.100,
RPNiqsdt6-w_003437__pre,0,,
DpQBo4gb6Lw_002812,1,2.700,
DpQBo4gb6Lw_002812__pre,0,,
O9uvBFovKj8_001801,1,3.100,
O9uvBFovKj8_001801__pre,0,,
d2SCftR5sWc_001121,1,8.300,
d2SCftR5sWc_001121__pre,0,,
UbDCiQVuzPY_003772,1,2.500,
UbDCiQVuzPY_003772__pre,0,,
gXezhrOijmQ_002530,1,2.700,
gXezhrOijmQ_002530__pre,0,,
ruiSuGHJf6Q_002157,1,5.700,
ruiSuGHJf6Q_002157__pre,0,,
IIuaTrT3pp0_000594,1,2.000,
IIuaTrT3pp0_000594__pre,0,,
yr0gNIxRluE_002389,1,6.800,
yr0gNIxRluE_002389__pre,0,,
4wKjxDXnmYs_000219,1,2.700,
4wKjxDXnmYs_000219__pre,0,,
ahKX0rtdMJc_004883,1,1.700,
UbDCiQVuzPY_001045,1,5.100,
UbDCiQVuzPY_001045__pre,0,,
ha-IeID24As_002404,1,2.100,
ha-IeID24As_002404__pre,0,,
W6YrlYyWguc_004017,1,3.400,
W6YrlYyWguc_004017__pre,0,,
DpQBo4gb6Lw_002562,1,3.200,
DpQBo4gb6Lw_002562__pre,0,,
y4Evv5By6sg_001238,1,5.400,
y4Evv5By6sg_001238__pre,0,,
fsqORUrKLYg_000895,1,2.300,
fsqORUrKLYg_000895__pre,0,,
9Q0FCoNxL8I_002217,1,6.100,
9Q0FCoNxL8I_002217__pre,0,,
WWyeuvpHmfc_001621,1,3.100,
WWyeuvpHmfc_001621__pre,0,,
0z7J7rOpTic_002166,1,3.200,
0z7J7rOpTic_002166__pre,0,,
d2SCftR5sWc_001995,1,1.800,
TlBhM9Xbr2o_003064,1,4.100,
TlBhM9Xbr2o_003064__pre,0,,
Eq7_uD2yN5Y_003939,1,4.000,
Eq7_uD2yN5Y_003939__pre,0,,
sUbP4j8rAic_002839,1,3.800,
sUbP4j8rAic_002839__pre,0,,
RPNiqsdt6-w_003647,1,2.700,
RPNiqsdt6-w_003647__pre,0,,
9Q0FCoNxL8I_000927,1,3.600,
9Q0FCoNxL8I_000927__pre,0,,
eN6y6-4C1Rc_004776,1,2.800,
eN6y6-4C1Rc_004776__pre,0,,
O9uvBFovKj8_002330,1,1.100,
3sGShQb_HwU_000454,1,4.400,
3sGShQb_HwU_000454__pre,0,,
0RJPQ_97dcs_001878,1,1.000,
Hx8FMhmdOQU_000715,1,2.800,
Hx8FMhmdOQU_000715__pre,0,,
T7TkJVmGyts_000771,1,5.700,
T7TkJVmGyts_000771__pre,0,,
bcpfYpmDcp0_002666,1,3.200,
bcpfYpmDcp0_002666__pre,0,,
ruiSuGHJf6Q_004209,1,3.400,
ruiSuGHJf6Q_004209__pre,0,,
d2SCftR5sWc_000411,1,3.200,
d2SCftR5sWc_000411__pre,0,,
u33fdjUY_Iw_006176,1,2.100,
u33fdjUY_Iw_006176__pre,0,,
f482qwPz7ns_004706,1,2.700,
f482qwPz7ns_004706__pre,0,,
xVfPBzDnI2Q_004775,1,4.600,
xVfPBzDnI2Q_004775__pre,0,,
gZbGLa253Ak_001042,1,4.100,
gZbGLa253Ak_001042__pre,0,,
gZbGLa253Ak_001362,1,2.700,
gZbGLa253Ak_001362__pre,0,,
Hkui6PJboFg_003406,1,3.900,
Hkui6PJboFg_003406__pre,0,,
fdvMUP8qvzw_000501,1,2.500,
fdvMUP8qvzw_000501__pre,0,,
UOjQsfDXjO0_000901,1,4.100,
UOjQsfDXjO0_000901__pre,0,,
JkYzYrJpSoQ_004772,1,2.800,
JkYzYrJpSoQ_004772__pre,0,,
0qfbmt4G8Rw_000870,1,4.600,
0qfbmt4G8Rw_000870__pre,0,,
DSBGS6aRzgc_000181,1,4.200,
DSBGS6aRzgc_000181__pre,0,,
T89zSiaMNgM_002525,1,3.700,
T89zSiaMNgM_002525__pre,0,,
RPNiqsdt6-w_002547,1,3.600,
RPNiqsdt6-w_002547__pre,0,,
